14572.77,100.00,0
14068.45,100.00,2
12510.41,85.00,0
14875.78,95.00,0
14330.29,100.00,2
14721.36,100.00,6
10881.35,75.00,0
11990.34,75.00,0
15411.81,100.00,10
15312.56,100.00,9
15293.95,100.00,7
15358.40,100.00,1
15083.18,100.00,10
15638.05,100.00,4
13575.41,95.00,0
15405.96,100.00,6
13637.12,100.00,2
11614.79,75.00,0
14607.32,100.00,8
14577.65,100.00,1
14916.10,100.00,10
16036.14,100.00,6
15570.63,100.00,3
14233.70,90.00,0
13978.31,100.00,3
12531.53,85.00,0
15235.16,100.00,9
13813.87,90.00,0
14247.37,100.00,1
11245.49,75.00,0
16003.94,100.00,3
14023.50,95.00,0
14892.87,100.00,5
15019.71,100.00,2
11887.13,85.00,0
14997.87,100.00,0
11199.91,75.00,0
15184.87,100.00,1
14776.70,100.00,8
15321.52,100.00,10
16085.16,100.00,9
15395.63,100.00,6
15427.97,100.00,2
14876.88,100.00,10
12947.99,85.00,0
14547.82,100.00,2
13270.50,85.00,0
13512.40,90.00,0
11606.67,75.00,0
15104.00,100.00,4
14106.01,100.00,6
15534.71,100.00,10
11984.01,85.00,0
12954.07,95.00,0
15401.14,100.00,2
11611.39,75.00,0
16175.66,100.00,4
15925.77,100.00,9
14966.63,100.00,7
13340.78,90.00,0
15340.59,100.00,7
14049.66,100.00,4
15934.54,100.00,8
15261.50,100.00,9
14331.26,100.00,8
14105.75,100.00,7
13723.32,90.00,0
15762.90,100.00,4
14938.34,100.00,10
12749.05,80.00,0
14608.37,100.00,6
14633.67,100.00,4
14268.93,95.00,0
14801.69,100.00,0
13106.03,95.00,0
14857.06,100.00,2
14714.40,100.00,3
15163.19,100.00,8
14023.44,90.00,0
14953.99,100.00,6
13716.64,90.00,0
13224.85,90.00,0
15891.98,100.00,7
14369.50,100.00,4
13810.65,100.00,3
14706.49,100.00,0
12393.71,80.00,0
15123.56,100.00,6
15021.42,100.00,3
15638.24,100.00,0
13874.44,90.00,0
15543.99,100.00,9
15207.05,100.00,4
11792.68,75.00,0
14426.59,100.00,3
11703.10,80.00,0
12866.05,80.00,0
11160.30,75.00,0
13966.11,90.00,0
14337.94,100.00,9
15473.80,100.00,7
10062.33,75.00,0
15468.44,100.00,0
12666.84,85.00,0
13439.85,85.00,0
12187.62,85.00,0
11325.12,80.00,0
15919.50,100.00,9
14500.67,100.00,10
15714.87,100.00,6
12549.88,85.00,0
14823.83,100.00,4
15276.79,100.00,5
15235.93,100.00,0
14695.59,100.00,2
14312.71,100.00,8
14750.97,100.00,10
15078.17,100.00,7
13875.06,90.00,0
13877.34,90.00,0
11651.54,75.00,0
14168.67,85.00,0
15694.37,100.00,3
14797.56,100.00,2
14241.47,100.00,10
13632.84,100.00,8
10849.56,75.00,0
14045.00,100.00,3
15153.51,100.00,5
12879.15,85.00,0
13660.05,100.00,0
15382.10,100.00,8
13820.67,95.00,0
10968.54,75.00,0
16661.98,100.00,8
15369.75,100.00,1
15159.34,100.00,6
14797.39,100.00,10
14244.50,100.00,9
13619.39,100.00,3
15157.80,100.00,5
15077.33,100.00,7
16231.66,100.00,10
15726.02,100.00,5
15959.87,100.00,9
14949.78,100.00,1
13559.35,100.00,10
15263.41,100.00,4
14034.57,100.00,5
14784.97,100.00,8
14164.06,95.00,0
13146.75,100.00,3
13720.71,100.00,1
14381.78,100.00,8
13438.70,85.00,0
14277.40,95.00,0
14088.23,100.00,4
15429.41,95.00,0
10605.82,75.00,0
11115.02,75.00,0
15097.58,95.00,0
15119.58,100.00,0
13797.50,85.00,0
15027.08,100.00,5
13596.81,90.00,0
14807.83,100.00,9
14637.97,100.00,8
15502.72,100.00,5
12060.48,85.00,0
14886.34,100.00,9
15257.71,100.00,1
15604.45,100.00,3
11643.32,75.00,0
15995.32,100.00,2
14921.95,100.00,4
11962.06,80.00,0
14714.08,100.00,4
14580.49,100.00,2
15047.03,100.00,3
14762.15,100.00,8
14277.53,100.00,8
14727.82,100.00,4
15288.03,100.00,1
11060.33,75.00,0
16092.54,100.00,9
14622.93,100.00,10
13383.85,100.00,8
14131.83,100.00,10
11245.84,75.00,0
14611.92,100.00,3
14342.54,100.00,0
15626.29,100.00,1
14692.52,100.00,10
14922.91,100.00,2
15010.59,100.00,3
15504.99,100.00,4
14948.34,100.00,3
15090.56,100.00,10
14331.83,95.00,0
15698.92,100.00,6
16218.78,100.00,10
14571.28,100.00,10
13953.47,100.00,2
14996.53,100.00,9
15126.48,100.00,7
14089.35,100.00,0
15285.60,100.00,3
15764.20,100.00,10
14194.44,100.00,5
14653.38,100.00,10
14333.06,100.00,8
15340.20,100.00,10
13562.87,85.00,0
15440.46,100.00,2
15632.35,100.00,10
15160.44,100.00,4
12477.44,80.00,0
14938.42,100.00,9
14199.30,90.00,0
15280.07,100.00,9
14215.46,95.00,0
11857.78,75.00,0
14534.78,100.00,10
15904.48,100.00,10
14653.77,100.00,9
15442.97,100.00,5
12092.06,80.00,0
12043.58,85.00,0
15085.54,95.00,0
13222.35,90.00,0
14996.04,100.00,10
14600.22,100.00,3
15145.56,100.00,10
15560.93,100.00,8
15356.41,100.00,5
15064.75,100.00,6
14349.46,100.00,4
14433.56,100.00,0
11752.89,80.00,0
12370.86,80.00,0
13342.65,100.00,10
13594.93,90.00,0
14320.58,100.00,5
14939.91,100.00,5
14444.27,100.00,4
15238.53,100.00,8
14908.87,100.00,7
11232.90,80.00,0
14290.34,100.00,9
14002.30,100.00,5
14920.75,100.00,0
14949.56,100.00,10
15224.89,100.00,9
12598.02,95.00,0
14011.81,90.00,0
12513.22,85.00,0
14811.22,100.00,8
15501.71,100.00,5
14244.16,95.00,0
15605.03,100.00,9
15082.53,100.00,4
16021.38,100.00,1
14697.15,100.00,3
12003.56,75.00,0
15090.91,100.00,1
16014.98,100.00,10
14303.87,100.00,0
14651.18,100.00,1
12763.68,85.00,0
13812.00,100.00,3
13480.33,90.00,0
15310.38,100.00,4
14011.83,100.00,7
16019.97,100.00,2
14779.69,100.00,5
15504.21,100.00,6
14731.26,100.00,7
16266.39,100.00,3
13457.63,90.00,0
11446.45,75.00,0
11039.17,80.00,0
15470.09,100.00,7
15925.84,100.00,8
14346.82,100.00,5
12237.00,85.00,0
14465.86,100.00,4
14555.33,100.00,9
15824.61,100.00,3
12122.63,80.00,0
13599.87,95.00,0
14813.78,100.00,4
15021.59,100.00,6
11942.86,80.00,0
13271.26,85.00,0
14077.61,100.00,2
13776.39,100.00,8
12799.78,85.00,0
11283.13,75.00,0
14145.36,100.00,6
15170.00,100.00,1
15288.15,100.00,3
13833.12,85.00,0
15597.35,100.00,5
12183.60,75.00,0
14767.76,100.00,7
11474.98,75.00,0
15906.58,100.00,8
14714.01,100.00,4
15100.27,100.00,4
14453.11,100.00,5
14841.15,100.00,10
15540.61,100.00,2
