18722.10,94.00,0
20410.23,100.00,10
19030.40,94.00,0
20024.27,100.00,0
19895.39,100.00,3
19400.13,100.00,9
18794.87,94.00,0
19990.69,100.00,4
20094.07,100.00,10
18280.29,92.00,0
19648.71,96.00,0
19614.16,100.00,5
17997.40,90.00,0
19414.30,98.00,0
20615.57,100.00,9
20304.25,100.00,9
19999.68,100.00,2
20001.42,100.00,5
18133.32,92.00,0
20255.77,100.00,7
19828.94,100.00,0
19752.02,100.00,9
19729.86,100.00,4
21134.88,100.00,1
20188.79,100.00,5
19455.89,100.00,4
19448.24,100.00,7
19937.27,100.00,1
18022.84,90.00,0
18880.54,94.00,0
19590.64,100.00,10
20891.74,100.00,4
20166.72,100.00,4
20088.92,100.00,10
18248.30,92.00,0
17378.37,92.00,0
20146.84,100.00,8
20147.71,100.00,0
20801.30,100.00,9
20388.29,100.00,10
20323.12,100.00,5
19668.81,100.00,5
19377.81,98.00,0
19998.78,100.00,9
19136.07,96.00,0
20328.32,100.00,10
19903.89,100.00,3
17944.73,90.00,0
19686.52,100.00,3
18931.02,96.00,0
17832.18,90.00,0
19982.11,100.00,3
19853.10,100.00,8
18873.43,94.00,0
19187.31,96.00,0
19427.02,98.00,0
19834.50,100.00,4
20497.85,100.00,9
19303.17,100.00,3
19102.81,98.00,0
19688.96,100.00,5
19774.54,100.00,8
20690.22,100.00,9
20504.44,100.00,2
17784.56,90.00,0
17917.16,96.00,0
20274.42,100.00,8
20089.70,100.00,8
20237.28,100.00,4
20143.43,100.00,8
20323.01,100.00,3
19774.58,100.00,8
19731.68,100.00,9
19476.85,100.00,4
19934.99,100.00,3
18964.11,98.00,0
20329.75,100.00,3
19935.61,100.00,2
18732.70,96.00,0
20174.03,100.00,4
20285.83,100.00,7
19505.52,100.00,4
18378.88,90.00,0
19439.12,100.00,1
20560.33,100.00,3
19859.45,100.00,7
19242.59,100.00,1
18979.99,96.00,0
19617.67,100.00,7
20684.69,100.00,0
19702.41,94.00,0
19774.85,100.00,9
19426.38,100.00,8
18718.57,98.00,0
19807.14,100.00,8
20200.15,100.00,1
20248.86,100.00,8
19542.76,96.00,0
19932.28,100.00,1
20318.78,100.00,3
18660.60,92.00,0
20321.76,100.00,10
19809.38,100.00,6
20553.00,100.00,9
20041.00,100.00,1
19066.02,100.00,0
20571.57,100.00,5
18295.59,92.00,0
20275.43,100.00,2
20013.76,100.00,6
19737.03,100.00,3
20092.55,100.00,4
19953.97,98.00,0
18709.36,94.00,0
20103.31,100.00,8
20101.13,100.00,0
20217.13,100.00,4
20521.42,100.00,3
20255.94,100.00,3
19529.44,100.00,0
18102.92,90.00,0
18459.86,92.00,0
18530.85,96.00,0
20313.98,100.00,3
20408.37,100.00,5
20026.26,100.00,10
19582.32,100.00,8
20390.77,100.00,8
19916.18,100.00,0
18697.56,92.00,0
19902.13,98.00,0
19867.77,100.00,3
18685.29,92.00,0
20263.74,100.00,6
20512.66,100.00,1
19591.60,100.00,7
19342.19,100.00,3
20018.60,100.00,0
19316.16,100.00,3
19474.33,100.00,6
17766.02,90.00,0
19579.83,100.00,5
18636.51,94.00,0
20254.76,100.00,2
19973.95,100.00,7
19973.12,100.00,1
20043.65,100.00,3
19192.93,96.00,0
18708.12,92.00,0
20179.80,100.00,1
20185.13,100.00,4
19798.29,100.00,8
17745.57,90.00,0
20288.86,98.00,0
19848.84,100.00,4
19039.24,96.00,0
18690.16,94.00,0
19495.69,100.00,3
17916.01,90.00,0
18171.70,92.00,0
19910.93,100.00,9
18790.17,94.00,0
19559.74,100.00,10
20213.11,100.00,6
17793.37,94.00,0
18805.32,94.00,0
19866.18,100.00,8
19404.79,100.00,7
18683.08,94.00,0
18644.49,92.00,0
20507.58,100.00,9
19422.85,96.00,0
19900.84,100.00,2
18484.05,90.00,0
19019.30,100.00,10
19386.07,98.00,0
19256.14,94.00,0
19988.02,100.00,1
19211.58,100.00,4
20175.15,100.00,7
19196.37,98.00,0
19578.23,98.00,0
20482.55,100.00,10
20454.74,100.00,1
18225.77,90.00,0
19428.05,100.00,3
19824.11,100.00,6
19285.42,98.00,0
19194.59,100.00,0
20561.75,100.00,4
20363.45,100.00,7
19554.40,100.00,10
20504.47,100.00,7
20023.54,100.00,5
19613.06,100.00,10
21128.63,100.00,6
17440.59,90.00,0
19604.57,100.00,0
19317.80,96.00,0
18411.30,90.00,0
20806.24,100.00,0
19221.76,96.00,0
20099.20,100.00,7
19618.46,100.00,7
20305.26,100.00,8
20128.35,100.00,10
19226.14,94.00,0
19996.15,100.00,5
18969.70,94.00,0
19564.12,100.00,0
19684.60,100.00,3
19989.24,100.00,6
19505.35,94.00,0
19488.28,100.00,10
20349.44,100.00,10
19080.95,96.00,0
19654.28,100.00,10
20775.29,100.00,7
19630.68,100.00,2
19462.76,98.00,0
19467.14,100.00,7
20365.90,100.00,1
20085.27,100.00,0
19976.96,100.00,7
19892.49,100.00,9
20060.09,98.00,0
18021.22,92.00,0
19960.06,100.00,0
17713.71,90.00,0
19307.13,100.00,1
20138.10,100.00,3
20126.01,98.00,0
20818.35,100.00,0
20334.50,100.00,8
19644.22,100.00,4
18172.45,92.00,0
18100.71,90.00,0
19909.82,100.00,3
20055.59,100.00,10
19914.51,100.00,9
20029.60,100.00,9
19546.28,98.00,0
19920.28,100.00,8
19734.50,100.00,5
19953.96,100.00,9
19704.57,100.00,10
20258.39,100.00,3
20242.20,98.00,0
19666.41,100.00,5
18169.36,90.00,0
20043.60,100.00,0
19704.01,100.00,8
19695.44,100.00,5
18633.15,92.00,0
18958.46,96.00,0
20339.88,100.00,6
20145.60,100.00,7
19639.42,96.00,0
20083.44,100.00,7
19859.74,100.00,1
19634.86,100.00,6
18265.20,90.00,0
19492.28,98.00,0
19282.32,98.00,0
19885.14,100.00,0
20848.04,100.00,7
20300.48,100.00,2
20402.70,100.00,7
19662.48,100.00,3
19094.16,96.00,0
20432.25,100.00,3
19576.04,100.00,3
18794.68,94.00,0
20059.53,100.00,5
20018.50,100.00,6
18831.69,100.00,10
20255.91,100.00,1
19741.55,98.00,0
19508.70,98.00,0
20148.10,100.00,0
19874.04,100.00,6
19805.19,100.00,4
19122.04,94.00,0
20268.16,100.00,10
19528.61,96.00,0
20826.87,100.00,1
19455.33,100.00,4
20536.20,100.00,9
20300.73,100.00,0
20418.80,100.00,4
19898.22,100.00,4
19730.19,100.00,6
19903.71,100.00,1
19849.93,100.00,5
19225.76,98.00,0
18667.87,94.00,0
19886.15,100.00,2
17529.88,90.00,0
20348.80,100.00,10
20209.47,100.00,7
19998.36,100.00,6
19591.19,100.00,6
18056.75,90.00,0
20009.40,100.00,3
19934.58,100.00,6
20416.74,100.00,10
19881.84,100.00,6
19391.42,100.00,4
19509.47,94.00,0
