22443.01,100.00,0
22366.87,100.00,9
22318.09,100.00,2
22434.60,100.00,0
22442.15,97.33,0
22444.20,100.00,10
21972.33,96.67,0
22370.97,98.67,0
22112.90,98.00,0
22411.38,100.00,1
22037.18,100.00,10
22798.84,100.00,7
22096.37,100.00,5
21551.41,96.67,0
22791.94,100.00,6
22329.21,100.00,10
22876.09,100.00,0
22859.77,100.00,1
22540.73,100.00,3
22454.88,100.00,2
22564.76,100.00,8
22777.01,100.00,5
22530.68,100.00,10
21860.66,100.00,6
22474.95,100.00,10
22799.46,99.33,0
22676.94,100.00,7
22782.37,100.00,10
23054.38,100.00,0
21860.73,100.00,4
23230.58,100.00,10
22621.77,100.00,7
21718.45,100.00,6
21917.87,100.00,2
21967.11,99.33,0
22459.70,99.33,0
22282.40,100.00,8
22318.67,99.33,0
22416.29,97.33,0
21261.00,98.00,0
21741.32,100.00,2
21905.28,100.00,5
22204.56,100.00,8
23414.34,100.00,5
22463.04,100.00,8
22428.35,98.00,0
21499.56,100.00,7
22196.77,100.00,7
22237.07,100.00,5
22864.65,100.00,2
22694.54,100.00,5
22502.27,100.00,5
21693.76,97.33,0
21856.46,99.33,0
22717.27,99.33,0
23132.34,100.00,1
22454.01,100.00,1
22007.57,100.00,10
21791.30,98.67,0
22671.33,100.00,6
22070.86,98.67,0
21896.61,96.67,0
22181.27,100.00,3
22053.88,97.33,0
22159.97,100.00,10
21152.88,97.33,0
22971.17,100.00,6
22783.75,100.00,8
22212.93,96.67,0
21842.38,97.33,0
22345.74,100.00,7
22938.25,98.67,0
21800.07,100.00,5
22636.64,100.00,3
22415.15,100.00,3
23325.79,100.00,7
22910.75,100.00,4
22658.41,100.00,1
23430.07,100.00,9
21748.05,96.67,0
22599.11,98.00,0
22663.58,100.00,4
22700.28,100.00,2
22113.26,100.00,9
22686.86,100.00,6
23081.40,100.00,4
22570.10,98.00,0
22633.51,100.00,2
22099.72,97.33,0
22157.45,98.67,0
22195.02,98.00,0
22945.89,100.00,2
22625.54,100.00,6
21977.32,98.67,0
21966.91,100.00,7
21800.34,96.67,0
22442.71,100.00,10
21473.61,96.67,0
22076.52,99.33,0
21819.40,98.00,0
23135.06,100.00,7
21707.96,100.00,9
22902.65,100.00,3
22629.38,100.00,3
22107.49,100.00,8
22806.24,100.00,4
22230.11,100.00,9
22062.13,100.00,0
21384.53,97.33,0
22771.98,100.00,3
22678.37,100.00,6
21976.38,100.00,2
22544.78,100.00,4
22442.63,100.00,6
22037.13,97.33,0
21813.93,100.00,4
22392.33,100.00,6
22530.58,100.00,3
22960.79,100.00,9
22743.68,100.00,9
22773.86,100.00,0
21987.44,100.00,1
22353.21,100.00,3
22555.87,99.33,0
22414.36,100.00,1
22712.27,100.00,5
21223.26,96.67,0
22672.28,100.00,10
22174.21,100.00,2
22345.19,100.00,1
22848.80,99.33,0
22547.45,100.00,0
22247.34,100.00,3
21114.82,98.00,0
22633.19,100.00,6
22589.82,100.00,0
22324.30,100.00,0
22563.33,98.67,0
21905.36,96.67,0
22413.67,100.00,5
22457.77,98.67,0
22120.36,98.67,0
22286.26,100.00,7
22277.71,97.33,0
21860.85,96.67,0
21833.75,96.67,0
