revenue,load,denied
19137.71120756678,94.0,0
20049.01314035806,100.0,3
17766.31136527685,90.0,0
19299.229971779223,100.0,6
19354.088532555637,100.0,3
20054.071017016642,100.0,7
19776.717276169355,100.0,0
17291.363105141805,90.0,0
19334.76858620238,100.0,5
19958.213515550196,100.0,4
18381.794663895704,92.0,0
20594.02001921664,100.0,0
20243.244816736562,100.0,7
19858.509997360303,100.0,6
19869.809221820422,100.0,1
19453.375598595307,100.0,10
20152.0264751384,100.0,8
20478.591811919225,100.0,9
20083.861574357485,100.0,0
20359.41857919164,100.0,6
20540.26750258537,100.0,8
20062.360416043324,100.0,4
19937.069445593766,100.0,3
20198.873999056756,100.0,5
19788.131862885206,100.0,0
19761.94003474222,98.0,0
19433.916507300903,100.0,5
20502.02883799117,100.0,10
20154.266317897775,98.0,0
20254.06878745731,100.0,8
17760.324464817164,90.0,0
20011.95558106567,98.0,0
18017.448572636527,94.0,0
20368.254209797375,100.0,9
20176.804066476703,100.0,3
20278.520329995932,100.0,6
20005.747769846803,98.0,0
19098.501064572178,94.0,0
18897.841770768595,94.0,0
18304.53744278959,94.0,0
20067.36694632766,100.0,6
20990.272778668605,100.0,2
19278.613089760223,98.0,0
19619.723360158794,100.0,2
20485.894693055332,100.0,8
19629.878458061423,100.0,5
18281.455603172988,92.0,0
20061.8754924703,100.0,3
17809.169759622582,90.0,0
18876.90139472161,92.0,0
19532.02632181676,98.0,0
20155.87646738573,100.0,10
19802.66729594719,100.0,7
19964.798669963788,100.0,3
20106.24325311078,100.0,5
19747.023180418153,98.0,0
19351.625836369323,100.0,2
18122.332061053603,92.0,0
18676.454342172856,92.0,0
19101.210277800932,96.0,0
19930.377564859737,100.0,5
19173.933710390625,94.0,0
19099.499544517657,96.0,0
19538.885225557904,98.0,0
20007.10242713802,100.0,1
20154.76203931275,100.0,4
19661.790906721286,100.0,8
20293.469502679298,100.0,1
20096.534158458373,100.0,0
20811.63149886539,100.0,8
20420.916542243078,100.0,8
18103.640872930682,92.0,0
19099.80350943504,94.0,0
17458.729246567025,90.0,0
19533.752578285326,96.0,0
19783.56351761236,100.0,1
19962.304810764355,100.0,10
19286.748304949608,100.0,3
20770.50748135614,100.0,10
19248.767703616893,96.0,0
20021.61951637864,100.0,0
20090.36785320555,100.0,5
20264.66239170503,100.0,5
19702.623716506947,100.0,1
19280.67321829779,96.0,0
18448.461822682675,94.0,0
19461.523268500092,100.0,9
18430.71405134371,90.0,0
19210.111669963775,96.0,0
20061.46172046633,100.0,5
20102.22445041843,100.0,2
20131.539535625347,100.0,10
19933.730554003057,100.0,8
20547.42385559929,100.0,3
19549.49865924288,100.0,5
18432.662386332555,96.0,0
20025.653144763295,100.0,1
20474.712894585322,100.0,7
19577.553080958216,100.0,5
19565.053068984846,100.0,2
17993.595793026478,92.0,0
19999.680511429946,100.0,10
19967.251291993332,100.0,5
19917.770492969255,100.0,6
19548.25917736804,100.0,0
19625.392746571328,96.0,0
20168.796924809376,100.0,1
20393.90051492894,100.0,9
19938.723862027655,100.0,10
20802.147360358824,100.0,8
17813.949200438125,90.0,0
19590.949041777887,98.0,0
18208.08631745514,92.0,0
17989.771745090125,92.0,0
20050.146517410827,100.0,3
19383.63208992193,100.0,2
19915.883327017,100.0,9
19266.431980682242,100.0,0
19593.55216798922,98.0,0
20391.50447890463,100.0,9
19949.170947160586,100.0,3
19939.371246450093,100.0,7
19486.510786070932,100.0,2
19998.80478931154,100.0,3
19845.742660573247,100.0,3
18358.16662822482,90.0,0
19734.801638222147,98.0,0
20142.686589903766,100.0,3
20751.640713101173,100.0,3
20088.600931621397,100.0,0
19918.935236991256,100.0,0
19897.60723814318,100.0,5
20684.24130779977,100.0,10
19409.49746767981,100.0,5
19927.401249623064,100.0,1
19847.588745180296,100.0,0
19691.503802221647,96.0,0
17391.411445993017,90.0,0
20282.589268290998,100.0,3
19744.78317618077,100.0,7
19877.691094605823,100.0,7
18931.95993784302,92.0,0
20037.59898889753,100.0,9
20119.89376608989,98.0,0
20081.924999323615,100.0,4
19915.03499170179,100.0,8
19225.226766199838,100.0,1
19610.803878439565,98.0,0
20715.108034465193,100.0,9
19463.801152038475,100.0,0
20006.584560519615,100.0,8
20228.77476195233,100.0,3
19188.330114500164,96.0,0
20361.68034278584,100.0,4
19925.94219727064,100.0,8
19343.28590480378,100.0,10
20867.55224522163,100.0,4
20014.06363471178,100.0,1
18979.77860961477,94.0,0
19874.368763337992,100.0,8
20209.830799970056,100.0,8
