revenue,load,denied
23353.47716260866,100.0,7
22083.32487279681,100.0,9
23033.001709079294,100.0,2
22874.857762573385,100.0,2
22799.094706255804,100.0,1
21867.733544639836,96.66666666666667,0
22436.558781275384,100.0,4
22669.97193681718,100.0,7
22382.444835797807,100.0,7
21806.71802846846,96.66666666666667,0
22631.02058231888,100.0,10
22807.455719593814,100.0,9
21976.200119576417,97.33333333333334,0
22247.770212085037,100.0,2
22078.510693937427,100.0,5
22386.11015347217,97.33333333333334,0
22456.734953755906,100.0,1
22130.51162184927,96.66666666666667,0
21389.583656380655,96.66666666666667,0
22291.705515128928,100.0,2
22332.373267033785,100.0,8
22392.124240635414,100.0,9
22398.4783255475,100.0,0
21247.689858940525,96.66666666666667,0
22728.695551138848,100.0,9
22304.66979117507,96.66666666666667,0
21868.79891989738,98.0,0
22969.272782176,100.0,10
22262.318529958982,98.66666666666667,0
21785.315717611003,97.33333333333334,0
22747.799191642505,100.0,3
22710.27929420225,100.0,10
22760.65127935847,100.0,7
21982.836791110785,100.0,2
21810.389032786956,100.0,3
21720.085427609196,97.33333333333334,0
22674.953350914813,100.0,0
23290.991608272114,100.0,7
22104.500381695372,100.0,8
22570.44814463647,100.0,7
22987.618201878147,100.0,6
22764.39535623485,100.0,0
22657.9883602445,100.0,1
22224.986647031554,100.0,0
22004.666695383792,100.0,5
22861.42733546358,100.0,5
22916.705547403675,100.0,0
21795.15155670644,100.0,8
22248.98602267797,100.0,1
22701.207776844687,100.0,8
22089.69431529839,98.66666666666667,0
23185.877394025894,100.0,9
22665.234663819876,100.0,1
22588.86472188684,100.0,2
22580.356789175417,100.0,6
22467.408996813192,100.0,0
22855.30737877136,100.0,2
22732.34361308969,100.0,2
21767.125342890293,100.0,0
21508.859689121433,96.66666666666667,0
22170.75450078905,100.0,3
22749.003168645017,100.0,3
22082.715588956828,100.0,10
22837.468229550672,100.0,0
22171.386168526922,100.0,5
22804.006274500036,100.0,4
22649.9300999728,100.0,10
22669.341492212487,99.33333333333333,0
22401.060171852176,100.0,1
22448.317878351114,100.0,10
22954.648096003726,100.0,3
22548.12277441997,100.0,5
22800.230910420614,100.0,9
22158.31764901891,98.66666666666667,0
22506.208612365168,100.0,8
22695.586873115237,100.0,2
23101.988500841868,99.33333333333333,0
22047.893334816537,100.0,10
22023.173233534617,97.33333333333334,0
22108.184916844875,100.0,4
23082.066210531062,100.0,4
22575.21045802087,97.33333333333334,0
22627.06014082754,100.0,7
22778.35303927146,100.0,9
21127.053413855705,98.0,0
22579.657948793643,100.0,0
21910.028988872753,100.0,6
22165.226568944574,98.66666666666667,0
22614.747408107378,100.0,1
21977.222703990974,98.66666666666667,0
22124.06670568014,99.33333333333333,0
22975.739994623098,98.66666666666667,0
21687.887763089635,100.0,10
21728.36895386219,100.0,5
22325.326344622095,100.0,5
21409.48854819753,96.66666666666667,0
21716.949060627085,100.0,9
22708.4680886316,100.0,5
22548.40777692061,100.0,1
22991.67508819187,100.0,9
22278.365216881088,100.0,6
22723.037648017475,100.0,8
22647.698975047286,100.0,1
22592.495517281517,100.0,1
22363.815479728903,99.33333333333333,0
22686.88135302862,100.0,3
22635.237187254213,100.0,4
22794.607089117122,100.0,10
22125.117587012235,99.33333333333333,0
21665.45204035812,97.33333333333334,0
22211.521297616633,100.0,2
22163.993927366064,100.0,4
22110.601247891238,100.0,2
21596.093751215045,96.66666666666667,0
21570.408782017723,96.66666666666667,0
22325.262738585432,100.0,0
22633.08105143749,100.0,4
23218.191257698807,100.0,8
