revenue,load,denied
15205.459794314378,100.0,0
15146.957226549213,100.0,10
15657.066798253352,100.0,3
11862.379365157745,80.0,0
15147.02237805357,100.0,4
15085.346018077067,100.0,3
15725.968443890686,100.0,4
14219.050630194328,95.0,0
14129.10783882941,100.0,2
16024.49441495857,100.0,6
15426.209440219503,100.0,10
14836.114533944088,100.0,8
12109.348961514952,75.0,0
14740.95920305866,100.0,3
16514.4856141903,100.0,1
15788.060914474438,95.0,0
14268.129168298185,100.0,2
14579.877661656254,100.0,6
14947.236116783106,95.0,0
14642.842936489129,95.0,0
14040.11979513649,100.0,6
12702.660925675245,80.0,0
13874.1421730664,100.0,7
14144.38404855135,100.0,4
15132.33658306252,100.0,1
16496.42272861893,100.0,8
17112.49041891956,100.0,4
14683.345721777296,100.0,2
15452.923153761361,100.0,3
14659.490186128984,100.0,9
13458.980362233886,85.0,0
15380.2423184657,100.0,1
15528.320475237151,100.0,3
15415.898473180421,100.0,2
14814.923414715167,100.0,1
14687.474329492201,100.0,3
16236.84139703597,100.0,6
14440.791584443596,100.0,2
10658.931718395195,80.0,0
13100.689006657969,90.0,0
11330.216052166883,75.0,0
15149.901817393531,100.0,5
16272.43350507006,100.0,6
14361.211350201911,95.0,0
14057.613345622458,100.0,7
16240.19826161977,100.0,9
14905.51698440235,100.0,6
15434.657621182094,100.0,10
13019.612251519542,85.0,0
14150.615542948384,95.0,0
14833.15943274332,100.0,2
14526.087500941258,100.0,8
11144.368630361605,75.0,0
12196.420931046378,80.0,0
14731.540839906618,100.0,8
16235.318260178838,100.0,6
15696.948113680906,100.0,6
13277.384763236078,90.0,0
15770.124353826955,100.0,10
10824.44342787901,75.0,0
14633.203741834224,100.0,5
15230.594243071362,100.0,10
15194.089503890738,100.0,7
11786.475969998357,75.0,0
15985.88451282125,100.0,10
14503.084040116933,100.0,9
15192.109058657868,100.0,3
12970.258318421224,85.0,0
12300.716230003622,80.0,0
14536.727973202842,95.0,0
12639.179667567316,80.0,0
13787.425846874596,100.0,5
15278.970452883048,100.0,1
14309.348435249021,100.0,4
14727.501775095097,100.0,0
14265.939657866847,100.0,9
12539.91314288272,80.0,0
13456.187466089992,90.0,0
14350.560439853616,95.0,0
13755.165215874711,100.0,0
14064.153849277776,95.0,0
14386.939423585842,90.0,0
14560.025654146712,100.0,0
15211.820725765836,100.0,6
15181.583328300625,100.0,10
14324.680222594083,100.0,2
11202.732413426156,75.0,0
14625.502551218751,100.0,4
15068.382944283521,100.0,7
12175.213911365603,80.0,0
14959.383478516404,100.0,0
15089.61204587475,100.0,2
12635.59464544648,85.0,0
14609.08099096333,100.0,4
14329.630413426632,100.0,10
14562.064453900597,100.0,7
16258.154320012953,100.0,4
11340.249271582961,75.0,0
15788.21603981732,100.0,8
14715.674036441616,100.0,9
15051.76690547611,100.0,9
15600.13495778504,100.0,8
14974.84600351557,100.0,5
11471.187272880034,80.0,0
14628.829081767393,100.0,0
14766.868711383315,100.0,1
14705.989408899148,100.0,0
15362.617315920243,100.0,6
13625.330146727876,95.0,0
15135.1263827736,100.0,5
13469.785384487095,90.0,0
14918.313495676914,100.0,4
10902.544401920028,80.0,0
15623.187388440527,100.0,7
14339.239331178138,95.0,0
15819.621581458241,100.0,8
14381.333896719549,100.0,0
15090.562531191972,100.0,7
13269.76825667491,90.0,0
12182.288210714722,85.0,0
12134.440717095371,80.0,0
14165.851279270986,100.0,3
14611.383159304609,100.0,10
14220.595692414678,95.0,0
14953.102886967952,100.0,10
15029.542122903242,100.0,3
15143.945687067726,100.0,10
15092.290655813245,100.0,4
