revenue,load,denied
19966.24424293054,100.0,0
20826.643481527135,100.0,7
17595.228714481414,90.0,0
19653.174973154928,100.0,4
18639.236998361594,96.0,0
19882.00259900471,100.0,2
20127.037044233224,100.0,3
19698.12231197427,100.0,2
19832.951598788506,100.0,10
20184.697902968113,100.0,9
18302.827840559177,90.0,0
20103.50417614616,98.0,0
19457.138156536374,100.0,9
20089.856095360843,100.0,1
19243.410229067384,100.0,3
19472.544530590134,100.0,0
20037.89664067602,100.0,2
19407.13439318912,100.0,7
20029.48561026864,100.0,10
20500.855604550536,100.0,0
20047.60257844774,100.0,5
18264.764499894685,90.0,0
18611.298597295518,96.0,0
20306.354277647046,100.0,7
20362.57157353269,100.0,9
18224.14329984479,92.0,0
20094.602785725066,100.0,3
19277.310341711414,100.0,6
19739.24667552575,100.0,3
20188.99243101065,100.0,1
19438.213217123845,98.0,0
18115.955006554654,90.0,0
20521.342065584504,100.0,0
20382.946481986135,100.0,8
19135.62421966324,94.0,0
19672.670076963786,100.0,3
20326.677383227026,100.0,8
20440.059565161333,100.0,9
19647.34947872079,98.0,0
19236.991548165806,96.0,0
20289.474493424605,100.0,3
19801.095858719593,100.0,7
19948.02816817049,100.0,6
19879.11986054129,100.0,9
19559.7081770806,100.0,4
19244.62400938507,100.0,10
19771.027837802118,96.0,0
19795.29022716283,100.0,6
20554.230485567055,100.0,1
18645.72259701955,92.0,0
18234.307855367388,92.0,0
20066.719143326376,100.0,10
20041.91578148507,100.0,0
20046.50133340388,100.0,6
19696.80740747907,100.0,4
20289.655879519512,100.0,9
20178.266692621648,100.0,5
18789.11781081755,92.0,0
20104.455144449214,100.0,10
20231.133954518427,100.0,3
19844.117128922488,100.0,10
19776.000821398855,98.0,0
18260.500096808304,90.0,0
19661.945750890158,100.0,10
20436.170351372024,100.0,3
18006.654089137715,90.0,0
20280.394117737273,100.0,5
20504.525903978192,100.0,3
18765.724374501533,96.0,0
19859.749333002033,100.0,1
19785.761353138376,100.0,9
19636.37178404825,100.0,1
20551.98599120778,100.0,2
20254.873296722428,100.0,2
20543.227614692234,100.0,9
20034.045811261283,100.0,9
20361.20041231674,100.0,9
19245.67852806137,98.0,0
20149.161708750053,100.0,3
20099.910233631104,100.0,2
20116.77660766968,100.0,8
19777.226205784653,100.0,8
20228.543137193905,100.0,0
18128.23198476245,90.0,0
18356.587878951006,90.0,0
19674.202365135316,100.0,6
18258.823223354033,92.0,0
20219.40729667407,100.0,9
20464.213703771627,100.0,4
19609.02338316719,100.0,1
20083.01265909036,100.0,6
20173.10827111208,100.0,0
20374.236616665727,96.0,0
20907.613701284557,100.0,6
19937.08180158433,100.0,2
20274.587813391703,100.0,8
19728.38465955221,100.0,6
19609.47226850876,100.0,4
19965.53295160869,100.0,6
20024.67300997222,100.0,2
19413.310876406304,100.0,2
18420.41253473178,94.0,0
20324.76408388362,100.0,1
19768.194160768904,100.0,4
19539.72743421462,100.0,5
20391.678222926806,100.0,3
20338.31675962096,100.0,10
17918.05237344463,90.0,0
20557.77734761681,100.0,2
20029.839705365514,100.0,3
19962.875370539034,100.0,8
20298.32510328368,100.0,5
17565.682050218402,90.0,0
18820.148941870255,96.0,0
20207.048054869738,100.0,0
20205.94049262777,100.0,6
19113.459940548764,96.0,0
18707.357073821942,94.0,0
19210.357873328718,98.0,0
19545.195764358763,100.0,3
19570.114736734817,100.0,0
20253.681976068423,100.0,6
19072.44030745645,94.0,0
18931.910619849063,100.0,3
20299.761532646553,98.0,0
19649.450766669142,100.0,8
19913.497030493196,100.0,10
19923.002912402695,100.0,1
19921.538621840824,100.0,1
20298.3547371357,100.0,4
20221.06152373705,98.0,0
19437.69222050456,100.0,3
20031.188849308786,100.0,0
17873.7738171352,90.0,0
18314.581860018414,92.0,0
19840.114364127512,100.0,4
20397.71736582467,100.0,6
18259.01156523828,96.0,0
20493.025962108255,100.0,4
20179.53461903263,100.0,3
19898.140612426098,100.0,5
20123.90491057964,100.0,0
20159.39485975919,100.0,2
19841.22676318863,100.0,3
20066.062246527577,100.0,1
19586.711771835806,100.0,9
19773.612900889664,100.0,5
20293.90349531543,100.0,8
20277.7922940613,100.0,2
20188.317825461127,100.0,3
19732.40870425935,100.0,10
19828.217165137485,98.0,0
17742.39888248197,90.0,0
20539.23999073242,100.0,5
19922.026029598102,100.0,5
20284.018605079436,100.0,10
20557.03199853195,100.0,9
19203.12411276751,94.0,0
19699.529098701794,96.0,0
20293.511876757064,100.0,10
19481.555764973902,98.0,0
20457.513855154917,100.0,1
17581.3219585563,90.0,0
20266.689208937772,100.0,8
19630.13916508676,100.0,9
18959.78166287221,96.0,0
18173.413405644045,90.0,0
19673.124431570443,100.0,7
20128.32710347196,100.0,0
20089.333158111345,100.0,10
19878.25879976534,100.0,5
20369.051411957633,100.0,8
17886.59039193745,92.0,0
20364.10255659948,100.0,0
19879.12369025827,100.0,4
19625.389145491987,100.0,10
19576.198239942587,96.0,0
20184.380432138565,100.0,8
19878.366820294985,100.0,0
18025.334622743354,92.0,0
20293.815300730872,100.0,7
19918.572666741475,100.0,10
19790.56495847628,100.0,6
18455.551698836676,92.0,0
19912.100099424864,100.0,4
19127.393274121467,96.0,0
20277.522699651043,100.0,2
20143.34228842736,100.0,8
19816.86121270416,100.0,7
19488.94454948174,96.0,0
18408.674329122503,92.0,0
20509.597629469048,100.0,0
19922.615542215935,100.0,7
19737.946445317742,100.0,4
18557.076788557384,92.0,0
20030.385824231515,100.0,7
20333.194743648644,100.0,9
19194.697736530186,100.0,9
20138.35521599649,100.0,7
19795.961147287155,100.0,10
18120.931842382797,92.0,0
20451.692337835913,100.0,0
19492.28470983966,100.0,7
19983.516123693204,100.0,1
18399.73859495756,92.0,0
19706.172886527725,100.0,7
19947.09649919133,100.0,8
19444.101585564353,100.0,1
19690.361700267138,100.0,10
19889.459071842677,100.0,3
20054.705247840822,100.0,8
19949.90316026871,100.0,0
19182.641200716025,94.0,0
19574.845559070378,100.0,10
19843.23393915892,100.0,0
18465.755301816913,92.0,0
20255.524719903144,100.0,3
20121.796686709404,100.0,9
19092.628681212915,96.0,0
19780.420182109592,100.0,4
18507.34652300691,92.0,0
18341.14362801586,92.0,0
18994.20427383864,92.0,0
19383.256670354876,100.0,8
19618.06541228687,100.0,6
19783.87224188551,100.0,1
20758.716725471804,100.0,1
19899.83571750705,100.0,9
20188.84271888707,100.0,1
20653.368183526003,100.0,10
20229.092886485545,100.0,10
20270.5106455817,100.0,6
19664.687495862952,100.0,6
20179.734451016153,100.0,0
20884.356242666425,100.0,1
19908.40622417071,100.0,6
19757.639637928998,100.0,3
19616.32841515326,100.0,8
19149.77270947552,96.0,0
19963.76894849449,100.0,1
19706.10021956918,100.0,5
18093.111276835945,92.0,0
20001.341705697545,100.0,0
19595.889872781976,100.0,9
19871.714482168474,100.0,5
18133.210716650578,90.0,0
19456.71351099192,98.0,0
20104.725577179794,100.0,0
18809.54607182638,94.0,0
20281.22052292434,100.0,9
20601.74756185184,100.0,7
19322.93082262259,96.0,0
19957.13633611641,98.0,0
19774.154091974517,100.0,1
19472.705446083666,96.0,0
20147.50448651398,100.0,0
19024.512318717643,94.0,0
19965.631537446723,100.0,9
17828.099936555045,90.0,0
20025.236880924404,100.0,1
17571.31099016724,90.0,0
20166.379803955955,100.0,10
19479.83131711206,100.0,9
19582.84324521992,100.0,6
20569.685574208732,100.0,8
19977.90835776196,100.0,1
20607.038886710117,100.0,4
19421.836993979894,100.0,2
19569.98019897403,100.0,2
19261.02857698249,100.0,8
18085.405920187346,94.0,0
19452.610227201512,96.0,0
19469.666438495744,100.0,0
19833.48326417132,100.0,5
19403.32195746159,100.0,6
19419.12097820537,100.0,6
20339.686063154746,100.0,8
19854.831647106043,100.0,1
19745.987630486066,100.0,0
20118.62847143543,100.0,4
19827.398827690326,100.0,8
19548.15129258074,100.0,5
19971.593896642262,100.0,1
19558.589129493703,100.0,9
20281.66145160636,100.0,6
19880.80116769685,98.0,0
19869.571433450215,100.0,8
20124.670044304283,100.0,5
20078.303634607957,100.0,4
20376.056293848796,100.0,9
19354.33668170342,96.0,0
19280.87198769834,96.0,0
19233.105260056367,96.0,0
20446.53440865168,100.0,2
19513.559100904,100.0,10
20422.131219973548,100.0,7
18692.117360884644,94.0,0
20006.287027302962,100.0,5
18277.998396572882,92.0,0
20014.478298490354,98.0,0
20270.429128710064,100.0,2
18653.4962400782,92.0,0
20025.167912299086,100.0,7
18579.300566355778,94.0,0
20614.58401154125,100.0,0
19741.685140051613,100.0,3
20328.955260344308,100.0,3
19798.32137437213,94.0,0
19610.806250661437,100.0,6
20086.91810084834,100.0,10
19385.644033353194,100.0,3
19901.674426542544,100.0,8
20188.305725596663,100.0,4
19504.740410262617,100.0,5
20064.741184221803,100.0,9
19740.08668172363,100.0,5
19805.114800496503,100.0,6
20083.958390492102,100.0,5
19753.93630450255,100.0,1
19740.736334309808,98.0,0
19504.48517573754,100.0,8
19827.763582328116,100.0,7
19972.7017915528,100.0,8
18592.525920215183,92.0,0
18521.8450091059,96.0,0
19998.46572050332,100.0,10
19603.23543841549,100.0,10
19828.374377499895,98.0,0
20655.47736560626,100.0,9
19374.863867429318,100.0,9
19531.701039394833,96.0,0
19309.11361790555,98.0,0
20161.568319619048,100.0,4
19719.33305184279,100.0,3
19851.28083127529,100.0,4
19324.280965364298,100.0,9
19872.064524119764,98.0,0
20232.356739578077,100.0,5
18895.026590755573,94.0,0
19475.969721367615,96.0,0
20218.4234514722,100.0,0
20637.24495120759,100.0,5
19726.816311393686,98.0,0
20325.49726580821,100.0,7
20129.952907130006,100.0,3
20208.269889105362,100.0,1
20231.103055018808,100.0,4
19319.561773542286,100.0,0
18189.557245984906,90.0,0
19263.697487698388,98.0,0
19672.194144122976,100.0,6
19887.75622696506,100.0,10
18052.877854614693,92.0,0
19504.08929817336,100.0,4
19590.2529178636,100.0,10
19868.251099806825,100.0,8
19353.844814918506,100.0,6
17780.8848324673,92.0,0
20358.969552272363,100.0,1
20169.72465080482,100.0,5
20447.45670301166,100.0,7
19746.465646437176,100.0,1
18939.281570937754,94.0,0
19694.934833178493,100.0,3
20051.76358583591,100.0,2
19952.305295050326,100.0,1
20062.27736728307,100.0,9
18100.78817957783,92.0,0
20484.0856922134,100.0,1
19573.473787619187,100.0,7
19776.839418367847,100.0,0
20208.27462493755,100.0,8
20188.031010375267,100.0,3
19789.965133387483,100.0,1
20002.584898141744,100.0,1
19912.42768387938,100.0,5
18770.66956027658,94.0,0
19424.7562679312,100.0,4
20018.149737451662,100.0,5
18913.918205223225,96.0,0
20237.04990324327,100.0,10
20232.730495203017,100.0,2
20619.926353118844,100.0,0
19150.814982421896,98.0,0
19850.851797169453,100.0,8
19526.66441173292,100.0,6
20405.57949664177,100.0,0
20093.835565738184,96.0,0
20405.965881234803,100.0,4
19333.02168105595,100.0,4
20118.21701425067,100.0,6
19251.87059130465,100.0,4
20068.465509370017,100.0,4
19437.64250779964,94.0,0
19225.57383675449,92.0,0
19861.471955690715,100.0,0
19291.458602837465,96.0,0
20341.526935161863,100.0,8
18674.7111931086,96.0,0
19856.38585094186,100.0,9
20250.46891277697,100.0,7
18481.82980018099,90.0,0
20359.29721376407,100.0,6
20291.47599443272,100.0,2
19725.6856343567,100.0,5
18758.536040125073,96.0,0
17976.868457153756,92.0,0
19958.82012089144,100.0,1
19123.209588481193,100.0,5
20512.768766700807,100.0,3
20016.895445482674,100.0,7
20722.371746527057,100.0,4
19737.18331440725,100.0,7
20398.432756037942,100.0,0
18441.82141797411,94.0,0
20231.79375635961,100.0,1
19752.87638256143,98.0,0
20124.279608715493,100.0,6
19577.222440328875,100.0,2
19617.121111159195,98.0,0
19990.13667115262,100.0,3
20081.440480890014,100.0,3
17869.917489486135,90.0,0
19983.014363516682,100.0,7
20002.141432078013,100.0,10
20697.081502712423,100.0,6
20442.737471746437,100.0,7
20317.938821242955,100.0,10
19008.193827792464,94.0,0
19432.696870962656,100.0,5
19814.84397731093,100.0,3
18295.570873102628,90.0,0
20439.348814199377,100.0,7
20173.70204210336,100.0,0
19581.322334579832,96.0,0
20065.817465800665,100.0,8
19801.486501328756,100.0,1
19895.135050711062,100.0,9
20358.560769810065,100.0,4
17699.157907551024,90.0,0
20079.280876833913,98.0,0
17395.418805314242,90.0,0
19171.12530696702,100.0,2
20649.60341425035,100.0,0
20286.383295914755,100.0,4
20235.745444369393,100.0,0
19735.18607934143,100.0,5
19892.828701864302,100.0,6
21058.81912002634,100.0,3
18745.327032944555,96.0,0
18577.907098168263,90.0,0
18799.818380065695,94.0,0
19604.21900533611,100.0,8
18841.920528082883,96.0,0
19420.35546677651,94.0,0
19703.465825909527,100.0,0
20433.532558907376,100.0,2
20642.695533998376,100.0,0
20090.474197365354,100.0,9
20353.71619129644,100.0,1
20209.334395594782,100.0,9
19872.543721335915,100.0,6
20716.772669924645,100.0,7
19885.246997471877,100.0,10
19840.38298163241,100.0,8
20002.752176409827,100.0,9
19785.678971896374,100.0,4
18286.69305678409,94.0,0
19472.60003443795,94.0,0
18484.93985822665,94.0,0
19765.52875230745,100.0,4
18255.520945438613,90.0,0
19924.49515718774,100.0,7
19281.676398887168,98.0,0
19761.171994450444,100.0,8
20125.203756647366,100.0,1
19949.84610471535,100.0,8
20357.065326171036,100.0,0
19167.38191945763,100.0,4
19246.620771291888,98.0,0
19355.420896602915,100.0,7
20318.27078455721,100.0,4
20243.13182230446,100.0,2
19924.020555577412,100.0,0
19927.501129223994,100.0,10
20073.735268076012,100.0,0
19007.899330596734,94.0,0
20037.302230576184,100.0,6
18579.058796521756,92.0,0
19109.812605078445,96.0,0
19585.148235487006,98.0,0
18630.907487229117,94.0,0
18738.084365432143,94.0,0
19501.17222899766,100.0,2
19450.06218979269,100.0,8
20101.58987111459,100.0,8
18411.63148974471,94.0,0
20012.217504971515,100.0,6
19878.817303938988,100.0,2
18487.04678428491,90.0,0
