revenue,load,denied
14531.32658760996,100.0,3
14765.747603956566,100.0,1
13589.018014290768,90.0,0
14545.679510780332,100.0,10
13481.162914928902,95.0,0
11031.611579937438,75.0,0
13533.862740533874,90.0,0
15073.680059645383,100.0,2
14976.424200470057,100.0,5
15462.231249637714,100.0,10
15236.840078053528,100.0,1
14296.941246784094,100.0,7
14812.255505798072,100.0,1
16866.960798627613,100.0,5
15609.222577521476,100.0,5
13327.25275611229,100.0,5
14298.894772221345,100.0,2
15420.803052475214,100.0,5
12698.353265188822,90.0,0
14740.53763044625,100.0,10
14775.17474812302,100.0,4
13678.547845218649,100.0,8
15218.190319794669,100.0,6
14377.417732485383,95.0,0
13094.87800117693,80.0,0
15026.740396904299,100.0,7
14642.92152126051,100.0,6
16100.160129920425,100.0,8
11459.577340913936,75.0,0
12442.664060999348,80.0,0
15033.59406456187,100.0,1
13311.733354684637,90.0,0
15420.14829523461,100.0,9
13969.173877780331,100.0,7
14657.150862896911,100.0,5
12474.750500663584,85.0,0
10810.510589332167,75.0,0
15131.976267179813,95.0,0
15688.422467288572,100.0,5
14662.185114671394,95.0,0
14626.051924702964,100.0,4
11892.114813118325,85.0,0
15064.655267339453,95.0,0
14730.034258755813,100.0,3
13711.398481501717,90.0,0
15612.93133661447,100.0,1
15488.601770558314,100.0,2
15137.540909523383,100.0,3
14259.164646249232,100.0,4
15113.871689624488,100.0,7
11247.152563991978,75.0,0
15423.7177564464,100.0,4
14773.443586691683,100.0,0
14946.714901519366,100.0,7
15261.964418444883,100.0,0
14157.703148529252,100.0,10
15047.278068409822,100.0,9
11215.341032407594,80.0,0
11710.979164397642,75.0,0
12796.634487017227,90.0,0
15392.655015072754,100.0,3
12660.2676230177,80.0,0
14597.508247399252,90.0,0
15029.753717562493,100.0,9
15884.220755194998,100.0,1
15522.391008555964,100.0,7
14756.616583362524,100.0,3
12235.550294188684,80.0,0
15180.76454172752,100.0,7
10209.18512034418,75.0,0
10150.410142546105,75.0,0
12374.192148061973,80.0,0
15461.271018315272,100.0,3
15425.482899291635,100.0,8
15098.414224362003,100.0,7
12758.491700041008,85.0,0
12213.374486181521,75.0,0
15372.699467875455,100.0,2
15029.32138416215,100.0,1
14378.394625156958,100.0,9
14886.385426932866,100.0,7
14423.053445960088,100.0,7
14482.76136109075,100.0,6
12943.258411104012,85.0,0
15949.518998612066,100.0,3
12464.831774129618,85.0,0
15296.598983064256,100.0,7
12948.256583265986,80.0,0
14067.620437568286,100.0,3
15214.884292961415,100.0,4
14424.286135296743,100.0,9
15323.915773550543,100.0,3
14170.405592119047,90.0,0
15484.933916090702,100.0,7
14724.56936838698,100.0,7
14155.44011503597,100.0,6
14526.461135776613,100.0,8
15148.921729357045,100.0,1
15035.268498986206,100.0,6
15935.239988592266,100.0,8
14625.449628689665,100.0,2
15423.906855070412,100.0,10
12328.73956038178,85.0,0
14216.800247349725,100.0,0
15359.11570423811,100.0,10
13449.060565191587,85.0,0
14610.321751171407,100.0,2
14360.324471087595,95.0,0
15351.201004979963,100.0,6
13163.329418915337,80.0,0
15962.116503759926,100.0,4
13613.37574276107,100.0,5
14807.97679132282,100.0,0
15205.309124446083,100.0,2
11461.044454963732,80.0,0
14950.047639500091,100.0,7
15924.24699017404,100.0,0
15549.781385350832,100.0,9
16935.607341075298,100.0,4
15390.51999895325,100.0,9
13732.293611398452,90.0,0
13094.997045936256,90.0,0
14935.511355139082,100.0,0
13189.741906748925,100.0,10
15326.37560798247,100.0,6
13080.743632488367,85.0,0
14289.40071868267,100.0,10
14630.140008740647,95.0,0
14579.035800597883,100.0,5
15385.630993536224,100.0,6
