revenue,load,denied
22697.640647698583,100.0,9
22034.281400159973,100.0,10
22119.503238660294,99.33333333333333,0
22457.093762328128,98.66666666666667,0
22418.781059682125,100.0,4
21665.681290680866,100.0,4
22639.840938416837,100.0,8
22393.379509538954,100.0,2
22794.434713738552,100.0,5
22464.030002287484,100.0,3
22289.424577576192,100.0,5
22686.470942471577,100.0,2
22142.663988365508,100.0,5
22484.22539485575,100.0,2
22770.242245522204,100.0,7
21947.34854878026,96.66666666666667,0
22337.781630579677,100.0,10
23271.491382315446,100.0,7
22588.868433772786,99.33333333333333,0
22381.60524520032,100.0,7
22453.988730144545,98.66666666666667,0
21434.737972612078,98.66666666666667,0
21686.012597090332,98.0,0
21690.670476907282,97.33333333333334,0
22549.171067255367,100.0,4
22271.45177199077,98.66666666666667,0
22743.095807237296,100.0,0
22724.596329450364,100.0,0
22870.642540302186,100.0,2
21980.30471381331,100.0,10
21887.99101262871,98.0,0
22090.796451420916,100.0,10
22819.91804398184,100.0,8
21374.76822570185,96.66666666666667,0
22681.459052968155,100.0,4
22266.879494664518,100.0,7
22233.277342458186,100.0,9
23109.812884898256,100.0,3
22620.178250558118,100.0,10
21999.18981219887,96.66666666666667,0
22859.853352833554,100.0,6
21856.406249986954,98.0,0
22378.63323536944,100.0,3
22936.30448732616,100.0,10
22181.55356664554,99.33333333333333,0
22064.178834215192,100.0,2
22554.33968394422,99.33333333333333,0
22589.17061522315,100.0,1
22615.31882377758,100.0,6
22536.430710824785,100.0,9
22390.953059531163,100.0,9
22909.933114906675,100.0,9
22245.90772301144,100.0,5
22165.82519407707,100.0,10
22916.075253955187,99.33333333333333,0
22406.720248996065,98.0,0
22759.4132888243,100.0,3
23000.796786541734,100.0,1
22451.773235358538,100.0,7
22394.420055514416,100.0,0
22616.991891570273,100.0,3
22547.974383745244,100.0,1
21836.36345923898,98.0,0
21618.21464624346,96.66666666666667,0
22645.078415400367,98.0,0
22699.063043957212,100.0,8
21826.109449782303,98.0,0
22413.22033789771,100.0,1
22472.07078515221,100.0,2
22503.648707196415,99.33333333333333,0
23051.78772144366,100.0,3
23125.323440165273,100.0,0
21668.034952105616,99.33333333333333,0
22810.213808556473,100.0,0
21138.92180692239,96.66666666666667,0
22694.419017864504,100.0,10
21855.478648377564,98.0,0
22314.371211529604,100.0,8
22286.468677140114,100.0,7
22397.166146396405,100.0,1
21979.37399573784,97.33333333333334,0
22068.86643259638,98.66666666666667,0
21918.659840952092,98.66666666666667,0
21982.989388389007,97.33333333333334,0
21877.711230066077,97.33333333333334,0
21466.5209626786,96.66666666666667,0
21901.593127892742,100.0,6
21883.902278796042,100.0,1
22110.183938849772,98.0,0
22367.502336912214,100.0,6
22423.920307115928,100.0,6
22744.952440498284,100.0,8
22315.47132865757,100.0,10
22435.98107013027,100.0,3
22300.6104774231,100.0,2
21522.000031372787,96.66666666666667,0
21344.885375130256,97.33333333333334,0
22204.838573575227,98.66666666666667,0
22293.646217287212,100.0,0
22924.31774315864,98.66666666666667,0
22839.84701042145,100.0,4
22889.20063655103,100.0,4
21940.73106159093,99.33333333333333,0
22972.843887036197,100.0,5
22494.113666348774,100.0,9
22584.707569089325,100.0,0
21637.26440755849,100.0,9
21781.093110744438,98.66666666666667,0
22801.764052014074,98.66666666666667,0
21418.391622717303,96.66666666666667,0
22271.349462803806,100.0,6
22539.948026487476,100.0,1
22276.69498228783,100.0,6
22401.75637887237,100.0,1
22022.00061038369,97.33333333333334,0
22689.746990309013,100.0,8
21470.759080014435,96.66666666666667,0
22525.526985480945,99.33333333333333,0
22593.624818259435,100.0,3
22272.377866794075,98.0,0
22713.720373051612,100.0,3
22037.97003956055,100.0,4
22393.31887395923,99.33333333333333,0
22179.65649951555,100.0,6
22883.202148113123,100.0,7
22360.978143252447,100.0,1
22212.55115859584,100.0,8
22412.241755742278,100.0,5
21756.3522210868,100.0,6
22846.915700190617,100.0,9
21930.601516126626,100.0,0
22461.975609726862,100.0,3
21818.735120691657,100.0,8
22778.018813178962,100.0,8
21913.44985519494,98.0,0
22536.17328609882,97.33333333333334,0
21690.704572081322,97.33333333333334,0
22130.587490510497,100.0,10
22051.852999986455,100.0,4
21200.346645051162,96.66666666666667,0
22854.685041442957,100.0,2
22747.26249430596,100.0,1
22458.446868343315,98.66666666666667,0
22949.184975224645,100.0,2
22420.871356402236,100.0,0
21804.089356867593,97.33333333333334,0
23194.262927836262,100.0,6
22266.595944834997,100.0,5
22718.905670182725,99.33333333333333,0
22045.618465706593,97.33333333333334,0
21602.625603974207,99.33333333333333,0
22321.12140127828,100.0,5
22085.486805216344,98.0,0
21091.921949057254,97.33333333333334,0
22375.899140312096,98.66666666666667,0
21899.351415580088,98.0,0
21565.809064138546,97.33333333333334,0
22394.89430278655,100.0,3
22556.62955244375,100.0,4
23122.423209846034,100.0,9
22540.220021418245,99.33333333333333,0
22267.179607188522,100.0,2
22072.348083898116,96.66666666666667,0
22910.813872872524,100.0,4
22190.65042243413,100.0,7
22563.992824443223,99.33333333333333,0
21979.66308295642,100.0,6
22260.89961685672,98.0,0
22662.486724790837,99.33333333333333,0
22348.066121545136,100.0,1
22910.979402037476,100.0,1
22605.334938698306,100.0,5
22787.21582884835,100.0,4
22050.775574776504,100.0,1
21604.983028865827,100.0,4
22750.800835873488,100.0,6
22248.674003722525,100.0,3
22680.79377280122,100.0,1
22288.53220621426,98.0,0
22677.078321281613,98.66666666666667,0
21515.89721482174,99.33333333333333,0
22583.247041695467,98.66666666666667,0
22248.00605098496,99.33333333333333,0
22999.179136371487,100.0,6
22418.128786209432,100.0,7
21990.045761203673,98.66666666666667,0
22188.89000626567,98.66666666666667,0
22881.452499924166,100.0,3
22696.965547906802,100.0,6
22863.15271750129,100.0,4
22672.947512457904,100.0,10
21685.089319762727,96.66666666666667,0
23084.055989020155,100.0,8
22401.242657713072,100.0,3
22088.102018455087,97.33333333333334,0
22241.202507874168,100.0,5
22877.201886650855,100.0,9
22720.600744271902,100.0,7
22181.320065137625,97.33333333333334,0
21943.489762714842,100.0,10
22786.912371238763,100.0,3
22122.908979079435,98.66666666666667,0
22786.106293427634,100.0,5
22818.483107037293,100.0,1
21943.77430751192,100.0,7
22538.588817894775,100.0,7
22615.77526118637,100.0,5
22594.37460151453,100.0,4
22545.801335764347,100.0,5
23077.230402869554,100.0,8
22292.936515001504,100.0,1
22136.844082304244,100.0,9
22401.12352410687,100.0,6
21342.148874692564,100.0,10
21929.0096679375,96.66666666666667,0
21834.12549384456,100.0,5
22897.884695668767,100.0,6
22310.726813793,100.0,7
23041.144247316897,100.0,7
22361.404319287507,100.0,10
21801.7482724054,100.0,6
22232.192156337325,100.0,4
21455.286975652478,96.66666666666667,0
22511.29098046354,100.0,7
22441.12630835286,100.0,7
21802.32355915661,100.0,3
22899.835341235535,100.0,8
22349.748499116326,99.33333333333333,0
21879.925229154513,97.33333333333334,0
22902.638044239313,100.0,3
22687.273718679506,100.0,0
22921.782140140767,100.0,4
22689.49725828636,100.0,8
22456.97166510705,100.0,5
22063.637177195156,100.0,0
21863.17655668299,97.33333333333334,0
22232.323510391656,98.66666666666667,0
22678.802970770164,100.0,1
